Date of Report,Longitude,Latitude,County,Sub-County,Ward,Village,Animals Affected,Signs of Disease,Total Number of Animals in the herd,Number Sick,Number Dead
2026-08-17,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Goats,"[Sudden Death (Kifo cha ghafla), Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara), Nasal discharges (Makamasi)]",81,10,3
2026-08-04,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Cattle,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",120,9,3
2026-08-14,40.2307135,3.392171,Mandera,Mandera West,Takaba,Bulla Milimani ,Cattle,"[Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Difficulty breathing (Kushindwa Kupumua), Sudden Death (Kifo cha ghafla)]",40,10,1
2026-08-18,0.0,0.0,Mandera,Lafey,Warankara,Barmile ,Goats,"[Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua), Lameness (Kushindwa kutembea), Pouring Saliva (Kumwaga mate)]",49,7,2
2026-08-17,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Camel,"[Diarrhoea (Kuhara), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Difficulty breathing (Kushindwa Kupumua), Lamess (Kushindwa kutembea)]",31,4,2
2026-08-15,37.6419447,0.5050842,Isiolo,Isiolo,Ngare Mara,Aregae,Sheep,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Others]",6,2,0
2026-08-08,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Cattle,"[Sudden Death (Kifo cha ghafla), Difficulty breathing (Kushindwa Kupumua), Lameness (Kushindwa kutembea)]",36,6,2
2026-08-18,41.8585298,3.9374656,Mandera,Mandera West,Takaba,Baba Taka,Sheep,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Vomiting (kutapika), Loss of weight]",80,21,8
2026-08-04,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Camel,"[Sudden Death (Kifo cha ghafla), Wounds on Legs & mouth, Lamess (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara)]",12,8,3
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],310,45,7
2026-08-04,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Goats,"[Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua), Lameness (Kushindwa kutembea), Sudden Death (Kifo cha ghafla)]",27,4,1
2026-08-16,41.2273429,3.927961,Mandera,Mandera North,Rhamu,Rhamu ,Camel,"[Aggressiveness (Ukali), Skin swellings (uvimbe wa ngozi), Discharge from the eyes (Machozi)]",38,6,0
2026-08-18,41.2198603,3.9332337,Mandera,Mandera North,Rhamu,Rhamu ,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Swollen glands]",169,11,0
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],230,35,2
2026-08-18,41.2204019,3.9329179,Mandera,Mandera North,Rhamu,Rhamu ,Cattle,"[Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Discharge from the eyes (Machozi), Aggressiveness (Ukali)]",38,4,0
2026-07-28,0.0,0.0,Mandera,Lafey,Warankara,Bambo ,Goats,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla)]",121,12,3
2026-08-18,41.2204019,3.9329179,Mandera,Mandera North,Rhamu,Rhamu ,Chicken,"[Sudden Death (Kifo cha ghafla), Diarrhoea (Kuhara), Loss of weight]",28,3,1
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],65,12,4
2026-08-11,0.0,0.0,Isiolo,Merti,Chari,Qotile,Goats,"[Wounds on Legs & mouth, Diarrhoea (Kuhara)]",128,10,2
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Abortions (Mimba Kutoka)],320,45,2
2026-08-18,0.0,0.0,Mandera,Mandera North,Rhamu,Shantoley ,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua)]",41,12,0
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Abortions (Mimba Kutoka)],250,45,3
2026-08-18,41.21656500000001,3.932325,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",96,17,4
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Eltul,Goats,[Abortions (Mimba Kutoka)],280,35,4
2026-08-18,41.21674500000001,3.932928333333334,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",86,16,3
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],250,25,3
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],150,21,3
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],180,15,0
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],68,25,8
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Gubachaptho,Goats,[Abortions (Mimba Kutoka)],320,65,7
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Abortions (Mimba Kutoka)],410,98,12
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Abortions (Mimba Kutoka)],90,12,2
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Abortions (Mimba Kutoka)],180,12,0
2026-08-18,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Ano,Goats,[Abortions (Mimba Kutoka)],190,25,4
2026-08-06,0.0,0.0,Mandera,Mandera East,Arabia,Othaa,Goats,"[Diarrhoea (Kuhara), Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua)]",150,65,15
2026-08-12,0.0,0.0,Mandera,Mandera East,Arabia,Othaaa,Goats,"[Wounds on Legs & mouth, Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla)]",250,28,0
2026-07-30,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Goats,"[Skin swellings (uvimbe wa ngozi), Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate)]",353,251,56
2026-08-03,0.0,0.0,Mandera,Mandera East,Arabia,Othaaa,Goats,"[Skin swellings (uvimbe wa ngozi), Abortions (Mimba Kutoka)]",195,95,12
2026-08-05,0.0,0.0,Mandera,Mandera East,Arabia,Ali bellow ,Goats,"[Skin swellings (uvimbe wa ngozi), Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate)]",250,75,126
2026-08-12,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud9,Goats,"[Wounds on Legs & mouth, Skin swellings (uvimbe wa ngozi), Abortions (Mimba Kutoka)]",132,23,5
2026-08-10,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu)]",56,23,12
2026-08-13,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Camel,"[Sudden Death (Kifo cha ghafla), Difficulty breathing (Kushindwa Kupumua), Aggressiveness (Ukali)]",23,5,4
2026-08-12,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Wounds on Legs & mouth]",62,22,5
2026-08-06,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate)]",65,25,6
2026-08-05,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Goats,[Skin swellings (uvimbe wa ngozi)],150,45,0
2026-07-30,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Wounds on Legs & mouth]",54,21,9
2026-08-08,0.0,0.0,Mandera,Mandera East,Arabia,Othaaa,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Diarrhoea (Kuhara)]",66,21,11
2026-07-30,0.0,0.0,Mandera,Mandera East,Arabia,Othaaa,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu)]",95,28,14
2026-08-03,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow  ,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Discharge from the eyes (Machozi)]",503,56,13
2026-08-06,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow,Camel,"[Swollen glands, Sudden Death (Kifo cha ghafla)]",38,12,4
2026-08-10,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Camel,"[Swollen glands, Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua)]",65,23,7
2026-08-08,0.0,0.0,Mandera,Mandera East,Arabia,Odhaa,Goats,"[Skin swellings (uvimbe wa ngozi), Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua)]",123,33,1
2026-08-05,0.0,0.0,Mandera,Mandera East,Arabia,Burgubud,Camel,"[Aggressiveness (Ukali), Abortions (Mimba Kutoka)]",65,17,2
2026-08-05,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow,Sheep,"[Diarrhoea (Kuhara), Difficulty breathing (Kushindwa Kupumua)]",65,32,7
2026-08-12,0.0,0.0,Mandera,Mandera East,Arabia,Othaa,Sheep,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Discharge from the eyes (Machozi)]",180,25,13
2026-08-10,0.0,0.0,Mandera,Mandera East,Arabia,Hegalow,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Diarrhoea (Kuhara)]",423,151,6
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",400,20,5
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",113,11,2
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",100,15,3
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",163,18,4
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",200,10,3
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",119,13,3
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Camel,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi)]",300,15,3
2026-07-19,41.0738922,3.0576814,Mandera,Lafey,Alango Gof,Alungo ,Goats,[Diarrhoea (Kuhara)],93,15,1
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",176,12,5
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Cattle,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Wounds on Legs & mouth]",150,20,5
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Sheep,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara), Loss of weight]",118,12,2
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",80,8,2
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Sheep,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Skin swellings (uvimbe wa ngozi)]",120,12,4
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Goats,[Abortions (Mimba Kutoka)],87,7,1
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",80,15,2
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Sheep,[Nasal discharges (Makamasi)],50,10,0
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Camel,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi)]",100,11,3
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Goats,"[Abortions (Mimba Kutoka), Pouring Saliva (Kumwaga mate), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",130,16,2
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Sheep,"[Difficulty breathing (Kushindwa Kupumua), Discharge from the eyes (Machozi)]",50,10,1
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Sheep,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",119,12,3
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Chicken,[Diarrhoea (Kuhara)],20,3,1
2026-07-19,0.0,0.0,Mandera,Lafey,Sala,jabi,Cattle,"[Abortions (Mimba Kutoka), Bleeding from openings (Kuvunja damu), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Wounds on Legs & mouth]",50,8,1
2026-07-19,40.8619002,3.5570754,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",100,11,0
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Discharge from the eyes (Machozi), Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua)]",100,30,3
2026-07-19,0.0,0.0,Mandera,Mandera East,Township,BP1,Cattle,[Diarrhoea (Kuhara)],30,2,0
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Nasal discharges (Makamasi), Difficulty breathing (Kushindwa Kupumua)]",70,20,3
2026-07-19,41.8586014,3.9371542,Mandera,Mandera West,Takaba,Alokona,Sheep,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lameness (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Loss of weight]",115,41,11
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",11,5,1
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",10,6,2
2026-07-19,0.0,0.0,Mandera,Mandera East,Township,BP1,Sheep,[Abortions (Mimba Kutoka)],15,1,0
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",24,18,7
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",26,15,9
2026-07-19,41.0836525,3.0724266,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",90,21,2
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",13,5,1
2026-07-19,41.218525,3.931971666666666,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",99,18,4
2026-07-19,41.0738922,3.0576814,Mandera,Lafey,Alango Gof,Alungo ,Goats,"[Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",95,30,3
2026-07-19,41.21678,3.931133333333333,Mandera,Mandera North,Rhamu-Dimtu,Yabicho ,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",95,17,3
2026-07-19,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",7,5,1
2026-07-19,40.8682209,3.5503646,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",211,17,3
2026-07-19,40.2295205,3.3932826,Mandera,Mandera West,Takaba,Bulla Milimani ,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",40,10,2
2026-07-19,0.0,0.0,Mandera,Mandera West,Takaba South,Waigadahan ,Cattle,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Bleeding from openings (Kuvunja damu), Pouring Saliva (Kumwaga mate), Aggressiveness (Ukali), Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Wounds on Legs & mouth, Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Bloody Faeces, Vomiting (kutapika), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Others]",50,25,10
2026-07-19,0.0,0.0,Mandera,Mandera South,Kutulo,Sukela Dima ,Chicken,[Swollen wattles and comb],16,10,9
2026-07-19,0.0,0.0,Marsabit,Moyale,Sololo,Adan,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi)]",89,5,3
2026-07-19,0.0,0.0,Marsabit,Moyale,Sololo,Abrob,Camel,"[Bleeding from openings (Kuvunja damu), Diarrhoea (Kuhara)]",56,5,0
2026-07-19,0.0,0.0,Marsabit,Moyale,Sololo,Adan,Goats,"[Abortions (Mimba Kutoka), Discharge from the eyes (Machozi), Swollen glands]",9,1,0
2026-07-19,0.0,0.0,Marsabit,Moyale,Sololo,Qalicha,Sheep,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi)]",80,5,2
2026-07-19,0.0,0.0,Marsabit,Moyale,Sololo,Adan,Goats,"[Abortions (Mimba Kutoka), Nasal discharges (Makamasi)]",90,5,2
2026-07-19,41.81959840469062,3.930606949143112,Mandera,Mandera East,Neboi,Shafshafey,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",45,2,0
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",30,16,3
2026-07-19,41.8194424174726,3.930646637454629,Mandera,Mandera East,Neboi,Shafshafey,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",36,2,0
2026-07-21,0.0,0.0,Mandera,Mandera South,Shimbir Fatuma,Dololo,Camel,[Swollen glands],75,21,9
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",11,5,2
2026-07-19,40.8682209,3.5503646,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",158,6,0
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",18,11,2
2026-07-19,40.8682209,3.5503646,Mandera,Mandera North,Morothile,Marothile ,Sheep,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara), Loss of weight]",125,19,6
2026-07-19,40.8682209,3.5503646,Mandera,Mandera North,Morothile,Marothile ,Goats,"[Abortions (Mimba Kutoka), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",119,13,3
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],51,2,3
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Goats,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Bloody Faeces]",41,23,5
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Cattle,[Sudden Death (Kifo cha ghafla)],153,1,3
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara)]",14,9,2
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Cattle,[Sudden Death (Kifo cha ghafla)],152,2,3
2026-07-20,41.8584792,3.9369882,Mandera,Mandera West,Takaba,Sukela Qalqacha,Camel,"[Abortions (Mimba Kutoka), Sudden Death (Kifo cha ghafla), Lamess (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Skin swellings (uvimbe wa ngozi), Diarrhoea (Kuhara), Swollen glands, Nasal discharges (Makamasi), Discharge from the eyes (Machozi)]",78,15,3
2026-07-20,40.7999207,4.1793321,Mandera,Banissa,Malkamari,Hullow,Camel,"[Lamess (Kushindwa kutembea), Wounds on Legs & mouth, Discharge from the eyes (Machozi), Swollen glands]",6,4,1
2026-07-20,41.4148117,3.3727569,Mandera,Lafey,Fino,Duntow,Sheep,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",50,30,20
2026-07-20,34.862895281863274,3.7094712344452656,Turkana,Turkana West,Lopur,Kangitesiroi ,Goats,[Difficulty breathing (Kushindwa Kupumua)],123,4,2
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],86,2,9
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Sudden Death (Kifo cha ghafla)],120,2,1
2026-07-20,35.848615,2.6631458,Turkana,Turkana South,Lokichar,Napusimoru,Goats,[Nasal discharges (Makamasi)],511,15,0
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Cattle,[Abortions (Mimba Kutoka)],127,3,1
2026-07-20,0.0,0.0,Mandera,Mandera East,Township,BP1,Goats,[Diarrhoea (Kuhara)],47,3,0
2026-07-20,0.0,0.0,Mandera,Mandera South,Elwak South,El Hache,Cattle,"[Lameness (Kushindwa kutembea), Diarrhoea (Kuhara)]",289,16,3
2026-07-20,40.2295205,3.3937749,Mandera,Mandera West,Takaba,Bulla Elwka ,Goats,"[Lameness (Kushindwa kutembea), Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi), Discharge from the eyes (Machozi), Diarrhoea (Kuhara), Skin swellings (uvimbe wa ngozi)]",40,20,3
2026-07-20,0.0,0.0,Mandera,Mandera South,Elwak South,El Hache ,Cattle,"[Nasal discharges (Makamasi), Diarrhoea (Kuhara)]",599,16,9
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],123,8,9
2026-07-20,41.81932155042887,3.93061738461256,Mandera,Mandera East,Neboi,Shafshafey,Goats,"[Abortions (Mimba Kutoka), Lameness (Kushindwa kutembea)]",42,2,0
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],145,2,6
2026-07-20,0.0,0.0,Mandera,Mandera South,Elwak South,Bula dana,Sheep,"[Lameness (Kushindwa kutembea), Nasal discharges (Makamasi)]",637,18,5
2026-07-20,0.0,0.0,Mandera,Mandera South,Elwak South,Bula  Eladi ,Camel,"[Lamess (Kushindwa kutembea), Diarrhoea (Kuhara)]",361,12,5
2026-07-20,0.0,0.0,Mandera,Mandera South,Elwak South,Bula  Safara,Goats,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",951,25,10
2026-07-20,41.81921225041151,3.930657617747784,Mandera,Mandera East,Neboi,Shafshafey,Sheep,"[Difficulty breathing (Kushindwa Kupumua), Nasal discharges (Makamasi)]",33,2,0
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Cattle,[Abortions (Mimba Kutoka)],142,2,3
2026-07-20,40.8034009,2.559297,Mandera,Mandera South,Kutulo,Unknown,Camel,[Abortions (Mimba Kutoka)],142,2,2
