Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2022-05-12,2022-05-10,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.5810437,0.6462652,1
2022-05-12,2022-05-09,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,1,0,[Treatment],34.5806976,0.6460231,1
2022-05-08,2022-05-13,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Intensive,No,0,0,streptothricosis,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-12,2022-05-10,Bungoma,Bumula,Khasoko,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.5249709,0.4771419,1
2022-05-12,2022-05-10,Marsabit,Laisamis,Korr/Ngurunit,Village/Farm,Camel,Extensive,No,0,5,Haemorrhagic septicemia,Clinical,0,0,[Treatment],37.5026438,2.0064958,10
2022-05-12,2022-05-10,Samburu,Samburu West,Maralal,Village/Farm,Dogs,Unknown,No,0,0,Mastitis,Clinical,0,0,[Treatment],36.6999342,1.0968035,1
2022-05-10,2022-05-10,Makueni,Kaiti,Ilima,Market,Chicken,Unknown,No,0,0,Infectious Bronchitis,Clinical,0,0,"[Treatment, Isolation]",37.4209398,-1.8508615,1
2022-05-13,2022-05-13,Machakos,Matungulu,Matungulu North,Village/Farm,Goats,Extensive,No,0,0,Mastitis ,Clinical,0,0,[Treatment],37.2900174,-1.0962463,1
2022-05-11,2022-05-11,Makueni,Kaiti,Ilima,Village/Farm,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.4182704,-1.8531317,1
2022-05-12,2022-05-12,Nyeri,Nyeri Town,Gatitu/Muruguru,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,1,0,[Treatment],37.0438915,-0.4683947,1
2022-05-13,2022-05-13,Makueni,Kaiti,Ilima,Village/Farm,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.4108214,-1.8569024,1
2022-05-13,2022-05-13,Machakos,Matungulu,Matungulu North,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],37.2900174,-1.0962463,2
2022-05-10,2022-04-28,Makueni,Kibwezi West,Kikumbulyu North,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-10,2022-05-10,Makueni,Kaiti,Kee,Village/Farm,Chicken,Extensive,No,0,13,Sudden Death,Post Mortem,0,0,[Isolation],37.4452942,-1.6883115,13
2022-05-13,2022-05-10,Kwale,Kinango,Mackinnon Road,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],39.0403012,-3.7284134,2
2022-05-13,2022-05-13,Kirinyaga,Kirinyaga central,Inoi,Village/Farm,Cattle,Intensive,No,0,0,Pyometra ,Clinical,0,0,"[Treatment, Isolation]",0.0,0.0,1
2022-05-13,2022-05-13,Makueni,Kaiti,Kee,Village/Farm,Chicken,Intensive,No,0,0,Newcastle Vaccinations,Clinical,0,60,[Vaccination],37.3374712,-1.7510732,0
2022-05-13,2022-05-13,Kirinyaga,Kirinyaga central,Inoi,Village/Farm,Pigs,Intensive,No,0,0,Mange ,Clinical,0,0,[Treatment],0.0,0.0,12
2022-05-13,2022-05-10,Kwale,Kinango,Mackinnon Road,Village/Farm,Chicken,Extensive,No,0,0,Infectious Bronchitis,Clinical,0,0,[Treatment],39.0403012,-3.7284134,3
2022-05-13,2022-05-13,Kirinyaga,Kirinyaga central,Inoi,Village/Farm,Cattle,Intensive,No,0,0,Enteritis ,Clinical,0,0,[Treatment],0.0,0.0,2
2022-05-13,2022-05-13,Bungoma,Kanduyi,Marakaru/Tuuti,Village/Farm,Cattle,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.526702,0.6170624,1
2022-05-13,2022-03-10,Nakuru,Nakuru Town West,Kapkures,Abattoir,Cattle,Intensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,"[Treatment, Quarantine]",36.0534913,-0.3029249,1
2022-05-03,2022-05-13,Nakuru,Nakuru Town East,Nakuru East,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,"[Treatment, Vector Control]",36.1128091,-0.2897582,2
2022-05-13,2022-05-13,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.6183099,0.6074681,7
2022-05-13,2022-05-12,Bungoma,Webuye West,Bokoli,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.7687278,0.6123358,1
2022-05-13,2022-05-13,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8292536,-1.2004147,2
2022-05-13,2022-05-13,Nyeri,Othaya,Mahiga,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.8961501,-0.5069455,1
2022-05-13,2022-05-13,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8292536,-1.2004147,3
2022-05-13,2022-05-13,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8292536,-1.2004147,2
2022-05-13,2022-05-13,Makueni,Kaiti,Kee,Village/Farm,Chicken,Unknown,Yes,0,0,Newcastle Disease (NCD),Clinical,0,94,[Vaccination],37.4095939,-1.7164347,0
2022-05-12,2022-05-12,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],0.0,0.0,3
2022-05-12,2022-05-12,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],0.0,0.0,2
2022-05-14,2022-05-14,Bungoma,Kimilili,Kimilili,Abattoir,Cattle,Unknown,No,0,0,Hydatidosis ,Post Mortem,0,0,[No Action],34.7207222,0.7842714,0
2022-05-12,2022-05-12,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],0.0,0.0,3
2022-05-13,2022-05-13,Kirinyaga,Kirinyaga central,Mutira,Village/Farm,Cattle,Intensive,No,0,0,Foot Rot ,Clinical,0,0,"[Treatment, Isolation]",37.2318269,-0.4347434,1
2022-05-13,2022-05-12,Bungoma,Bumula,South Bukusu,Village/Farm,Chicken,Extensive,No,0,1,Coccidosis,Clinical,0,0,"[Treatment, Isolation]",0.0,0.0,2
2022-05-14,2022-05-13,Nyeri,Mukurweini,Rugi,Village/Farm,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.1417727,-0.6415998,1
2022-05-12,2022-05-12,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],0.0,0.0,2
2022-05-14,2022-05-13,Bungoma,Bumula,Khasoko,Village/Farm,Cattle,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-13,2022-05-13,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],0.0,0.0,1
2022-05-13,2022-05-13,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8292536,-1.2004147,2
2022-05-13,2022-05-13,Kakamega,Lugari,Lugari,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Isolation]",34.9711595,0.694907,1
2022-05-12,2022-05-12,Marsabit,Saku,Marsabit Central,Village/Farm,Cattle,Intensive,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],37.9935179,2.3398358,1
2022-05-14,2022-05-12,Nyeri,Mukurweini,Rugi,Village/Farm,Dogs,Intensive,No,0,0,Rabies,Clinical,0,0,"[Quarantine, Isolation]",37.1213358,-0.6512619,1
2022-05-14,2022-05-14,Marsabit,Saku,Sagante/Jaldesa,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],38.0003388,2.3327427,2
2022-05-13,2022-05-12,Mombasa,Nyali,Kadzandani,Village/Farm,Pigs,Intensive,No,0,1,Anthrax,Clinical,13,0,[Quarantine],39.7063889,-4.0134087,0
2022-05-03,2022-05-03,Turkana,Kibish,Kibish,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,45,[Vaccination],0.0,0.0,3
2022-05-13,2022-05-11,Mombasa,Kisauni,Shanzu,Village/Farm,Cattle,Mixed,No,0,1,Anthrax,Laboratory,21,0,"[Vaccination, Treatment, Quarantine]",39.7290226,-3.967023,0
2022-05-14,2022-05-14,Marsabit,Saku,Sagante/Jaldesa,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],38.0003388,2.3327427,0
2022-05-03,2022-05-03,Turkana,Kibish,Kibish,Village/Farm,Sheep,Extensive,No,0,0,Diarrhoea ,Clinical,0,35,[Vaccination],0.0,0.0,5
2022-05-13,2022-05-13,Nakuru,Nakuru Town East,Nakuru East,Village/Farm,Cattle,Intensive,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],36.1433056,-0.3277614,1
2022-05-14,2022-05-14,Nakuru,Kuresoi North,Nyota,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],35.6903404,-0.3806459,1
2022-05-14,2022-05-09,Makueni,Kibwezi East,Ivingoni/Nzambani,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],38.043141,-2.7307221,1
2022-05-14,2022-05-14,Turkana,Turkana North,Kaeris,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,36,[No Action],0.0,0.0,5
2022-05-14,2022-05-14,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8296046,-1.1992475,3
2022-05-14,2022-05-14,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8293511,-1.2003403,3
2022-04-06,2022-04-02,Tana River,Galole,Chewani,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Treatment, Vaccination]",1.473013,39.997174,1
2022-05-14,2022-05-14,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8293511,-1.2003403,3
2022-05-14,2022-05-14,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8296046,-1.1992475,3
2022-04-06,2022-04-06,Tana River,Galole,Chewani,Village/Farm,Goats,Extensive,No,0,0,Injury,Clinical,0,0,[Treatment],39.99973,-1.462396666666667,1
2022-05-14,2022-05-14,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8296046,-1.1992475,2
2022-05-15,2022-05-15,Nakuru,Kuresoi South,Keringet,Village/Farm,Sheep,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],35.6592627,-0.4676672,1
2022-05-15,2022-05-07,Siaya,Alego Usonga,West Alego,Village/Farm,Chicken,Extensive,No,0,6,Fowl Pox,Clinical,0,0,[Treatment],34.1488484,0.0834357,12
2022-05-15,2022-05-13,Siaya,Alego Usonga,West Alego,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",34.1488484,0.0834357,1
2022-05-15,2022-05-14,Nakuru,Naivasha,Lake View,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",36.4376199,-0.7265911,1
2022-05-15,2022-05-15,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,2
2022-05-15,2022-05-15,Marsabit,Saku,Marsabit Central,Village/Farm,Cattle,Mixed,No,0,0,Animal bites,Clinical,0,0,[Treatment],37.993647,2.3399061,0
2022-05-15,2022-05-15,Nakuru,Naivasha,Olkaria,Village/Farm,Chicken,Mixed,No,0,0,Newcastle Disease (NCD),Clinical,0,0,"[Isolation, Vaccination]",36.4393109,-0.7452918,7
2022-05-15,2022-05-14,Bungoma,Kanduyi,West Sang'Alo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-15,2022-05-15,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,3
2022-05-15,2022-05-08,Samburu,Samburu West,Lodokejek,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.8161111,0.7416573,1
2022-05-15,2022-05-15,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8299057,-1.2013396,2
2022-05-15,2022-05-14,Bungoma,Kanduyi,West Sang'Alo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.5543963,0.55209,1
2022-05-15,2022-05-14,Bungoma,Kanduyi,West Sang'Alo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.5924615,0.5325628,1
2022-05-15,2022-05-15,Kakamega,Matungu,Kholera,Village/Farm,Cattle,Mixed,No,0,0,Animal bites,Clinical,0,0,"[Treatment, Other]",0.0,0.0,1
2022-05-10,2022-05-14,Bungoma,Kanduyi,West Sang'Alo,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],34.5941913,0.5245038,1
2022-05-15,2022-05-15,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,3
2022-05-15,2022-05-15,Kirinyaga,Kirinyaga central,Mutira,Village/Farm,Cattle,Intensive,No,0,0,Coccidosis,Clinical,0,0,[Treatment],37.2351724,-0.4511993,1
2022-05-15,2022-05-15,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,2
2022-01-10,2022-01-05,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Dogs,Extensive,No,0,0,Rabies,Clinical,0,0,[Other],34.5789675,0.7350137,1
2022-02-17,2022-02-12,Bungoma,Kabuchai,Kabuchai/Chwele,Market,Cattle,Intensive,No,0,0,Animal bites,Clinical,0,0,"[Quarantine, Isolation]",34.5796596,0.7354985,3
2022-02-18,2022-02-18,Kajiado,Kajiado East,Imaroro,Village/Farm,Bees,Extensive,No,0,1,Wax Moth,Clinical,0,0,[Stamping Out],37.0982118,-1.9654624,0
2022-05-14,2022-05-13,Bungoma,Webuye East,Ndivisi,Village/Farm,Cattle,Extensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Quarantine, Isolation]",34.8187769,0.7321528,1
2022-05-16,2022-05-14,Bungoma,Kimilili,Kimilili,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.7231404,0.7842485,1
2022-05-17,2022-05-17,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,2
2022-05-17,2022-05-17,Bungoma,Bumula,Khasoko,Village/Farm,Sheep,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],34.4293567,0.4796408,2
2022-05-16,2022-05-14,Bungoma,Bumula,South Bukusu,Village/Farm,Pigs,Extensive,No,0,0,Mange Infestation,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-16,2022-05-16,Makueni,Kilome,Kasikeu,Village/Farm,Dogs,Mixed,No,0,0,Parvovirus,Clinical,0,5,[Treatment],37.3331282,-1.9792823,1
2022-05-16,2022-05-16,Tana River,Garsen,Garsen South,Village/Farm,Bees,Extensive,No,0,0,Varroosis,Clinical,0,0,[No Action],40.2004391,-2.4143032,1
2022-05-16,2022-05-16,Makueni,Kibwezi West,Makindu,Market,Cattle,Unknown,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],37.8301692,-2.2692763,1
2022-05-14,2022-05-14,Kilifi,Malindi,Shella,Village/Farm,Cattle,Mixed,No,0,1,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,2
2022-05-05,2022-05-05,Makueni,Kibwezi West,Nguumo,Village/Farm,Goats,Mixed,Yes,0,0,Brucellosis,Clinical,0,0,[Treatment],37.8533864,-2.3655365,1
2022-05-09,2022-05-06,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Cattle,Extensive,No,0,0,Heart Water,Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2022-02-17,2022-02-17,Kajiado,Kajiado East,Imaroro,Village/Farm,Bees,Extensive,No,0,1,Wax Moth,Clinical,0,0,[Stamping Out],37.1142989,-2.0494961,1
2022-02-18,2022-02-18,Kajiado,Kajiado East,Imaroro,Village/Farm,Bees,Extensive,No,0,0,Small hive beetle,Clinical,0,0,[Stamping Out],37.0995525,-1.9706086,1
2022-05-16,2022-05-16,Nakuru,Kuresoi South,Keringet,Village/Farm,Cattle,Mixed,No,0,1,Poisoning,Clinical,0,0,[No Action],35.690227,-0.4273798,1
2022-05-16,2022-05-16,Marsabit,Saku,Marsabit Central,Village/Farm,Cattle,Mixed,No,0,0,Dystocia,Clinical,0,0,[Other],38.0146949,2.3288137,0
2022-05-16,2022-05-10,Kakamega,Khwisero,Kisa East,Village/Farm,Chicken,Mixed,No,0,20,Newcastle Disease (NCD),Clinical,0,200,"[Isolation, Treatment]",34.6509111,0.1161242,50
2022-05-16,2022-05-16,Makueni,Kibwezi West,Makindu,Market,Sheep,Unknown,No,0,0,Helminthiasis,Clinical,0,0,[Vector Control],37.8298375,-2.268547,1
2022-05-16,2022-05-13,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],34.5682401,0.6654663,1
2022-05-14,2022-05-14,Bungoma,Kabuchai,Kabuchai/Chwele,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.5748151,0.6000782,2
2022-05-13,2022-05-13,Kilifi,Magarini,Magarini,Abattoir,Goats,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Treatment],40.1556708,-3.1148335,3
2022-05-13,2022-05-13,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Mixed,No,0,0,Poisoning,Clinical,0,0,[Treatment],34.6152926,0.6142052,2
2022-05-16,2022-05-16,Makueni,Kaiti,Ilima,Village/Farm,Cattle,Unknown,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],37.4256112,-1.8507461,2
2022-05-13,2022-05-13,Bungoma,Kabuchai,West Nalondo,Village/Farm,Cattle,Mixed,No,0,0,Enterotoxaemia,Clinical,0,0,[Treatment],0.0,0.0,1
2022-05-16,2022-05-16,Makueni,Kaiti,Ilima,Village/Farm,Goats,Unknown,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],37.4219409,-1.853041,3
2022-05-16,2022-05-16,Bungoma,Kabuchai,West Nalondo,Village/Farm,Goats,Intensive,No,0,0,Animal bites,Clinical,0,0,[Treatment],34.5751612,0.6003201,1
2022-05-16,2022-05-16,Marsabit,Saku,Marsabit Central,Village/Farm,Dogs,Unknown,No,0,0,Animal bites,Clinical,0,0,[Treatment],37.9769688,2.3396235,1
2022-05-18,2022-05-18,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,2
2022-05-17,2022-05-17,Bungoma,Kimilili,Kimilili,Abattoir,Cattle,Unknown,No,0,0,Distomatosis,Post Mortem,1,0,[No Action],34.7210677,0.7842681,0
2022-05-16,2022-05-16,Marsabit,Saku,Marsabit Central,Village/Farm,Horse,Unknown,No,0,0,Mycotoxicosis,Clinical,0,0,[Treatment],37.9904126,2.3326723,2
2022-05-11,2022-05-11,Tana River,Galole,Mikinduni,Village/Farm,Cattle,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[No Action],0.0,0.0,1
2022-05-16,2022-05-16,Makueni,Kibwezi West,Nguumo,Village/Farm,Dogs,Mixed,No,0,0,Mange,Clinical,0,0,[Vector Control],37.9060935,-2.3848391,2
2022-05-15,2022-05-14,Siaya,Alego Usonga,West Alego,Village/Farm,Cattle,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[Other],34.1488484,0.0834357,1
2022-05-16,2022-05-16,Makueni,Kibwezi West,Nguumo,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],37.8984717,-2.3754513,1
2022-05-08,2022-05-08,Tana River,Galole,Chewani,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],40.0333462,-1.4985152,2
2022-05-17,2022-05-17,Kirinyaga,Kirinyaga central,Mutira,Village/Farm,Cattle,Intensive,No,0,0,Wound ,Clinical,0,0,[Treatment],37.2324383,-0.4459325,1
2022-05-16,2022-04-30,Siaya,Alego Usonga,West Alego,Village/Farm,Dogs,Extensive,No,0,1,Rabies,Laboratory,3,0,[Other],34.1161579,0.1139625,1
2022-05-16,2022-05-09,Siaya,Alego Usonga,West Alego,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],34.1161579,0.1139625,1
2022-05-16,2022-05-16,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8293522,-1.2001821,3
2022-05-16,2022-05-16,Tana River,Bura,Hirimani,Abattoir,Sheep,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,3
2022-05-16,2022-05-16,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,0,[No Action],39.8299057,-1.2013396,3
2022-05-16,2022-05-16,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Pneumonia,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,2
2022-05-16,2022-05-16,Tana River,Bura,Hirimani,Abattoir,Goats,Extensive,No,0,0,Helminthiasis,Post Mortem,0,0,[No Action],39.8299057,-1.2013396,3
2022-05-17,2022-05-17,Tana River,Galole,Chewani,Village/Farm,Bees,Extensive,No,0,0,Small hive beetle,Clinical,0,0,[No Action],40.0400774,-1.1870789,3
2022-05-03,2022-05-03,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,[No Action],39.4920187,-4.4375897,2
2022-05-02,2022-05-02,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[Vector Control],39.4920187,-4.4375897,2
2022-04-30,2022-04-30,Kwale,Msambweni,Kinondo,Village/Farm,Chicken,Extensive,No,0,1,Coccidosis,Clinical,0,0,[No Action],39.4920187,-4.4375897,2
2022-04-29,2022-04-29,Kwale,Msambweni,Ramisi,Village/Farm,Cats,Mixed,No,0,0,Myiasis,Clinical,0,0,[Vector Control],39.4872496,-4.4568682,1
2022-04-22,2022-04-17,Kilifi,Magarini,Adu,Village/Farm,Camel,Extensive,No,0,1,Trypanosomiasis,Clinical,0,0,[Treatment],0.0,0.0,2
2022-04-13,2022-04-13,Kwale,Msambweni,Kinondo,Village/Farm,Chicken,Extensive,No,0,2,Fowl Pox,Clinical,0,12,"[Treatment, Vaccination]",39.4959637,-4.4323138,3
2022-04-01,2022-03-28,Tana River,Bura,Sala,Village/Farm,Dogs,Intensive,No,0,0,Parvovirus,Clinical,0,2,"[Vaccination, Treatment, Vector Control]",40.0157485,-1.5068552,1
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Goats,Extensive,Yes,0,0,Brucellosis,Clinical,0,0,[No Action],37.7252628,1.4193112,6
2022-05-08,2022-05-08,Tana River,Galole,Chewani,Village/Farm,Cattle,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[No Action],40.0243702,-1.4898154,1
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Goats,Extensive,No,0,3,Peste des Petit Ruminants (PPR),Clinical,0,0,[No Action],37.7232694,1.409472,17
2022-05-03,2022-05-03,Kwale,Msambweni,Kinondo,Village/Farm,Cats,Intensive,No,0,0,Fungal Infection,Clinical,0,0,[No Action],39.4920187,-4.4375897,1
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Goats,Extensive,No,0,2,Anaplasmosis,Clinical,0,0,[No Action],37.7252628,1.4193112,4
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Sheep,Extensive,No,0,1,Sheep Pox,Clinical,0,0,[No Action],37.7252628,1.4193112,9
2022-05-16,2022-05-16,Bungoma,Bumula,South Bukusu,Village/Farm,Cattle,Extensive,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Camel,Extensive,No,0,1,Pneumonia,Clinical,0,0,[No Action],37.7252628,1.4193112,5
2022-05-03,2022-05-03,Kwale,Msambweni,Kinondo,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[No Action],39.4920187,-4.4375897,1
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Camel,Extensive,No,0,2,Camel Pox,Clinical,0,0,[No Action],37.7196146,1.3907574,13
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Goats,Extensive,No,0,3,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[No Action],37.7249306,1.4313668,11
2022-05-18,2022-05-16,Bungoma,Bumula,Bumula,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",0.0,0.0,1
2022-05-17,2022-05-16,Bungoma,Bumula,Khasoko,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",34.4293567,0.4796408,1
2022-05-17,2022-05-17,Tana River,Galole,Chewani,Village/Farm,Bees,Extensive,No,0,0,Small hive beetle,Clinical,0,0,[No Action],39.9945474,-1.2992121,3
2022-05-17,2022-05-17,Marsabit,Laisamis,Laisamis,Market,Sheep,Extensive,No,0,6,Peste des Petit Ruminants (PPR),Clinical,0,0,[No Action],37.7252628,1.4193112,28
