Date of Report,Date of Start of Outbreak/Event,County,Sub-County,Ward,Locality,Species Affected,Production System,Abortion,Number Sick / Bitten,Number Dead,Disease/Condition,Nature of Diagnosis,Number of Humans Affected (If zoonosis),Number Vaccinated,Disease Control Method,Longitude,Latitude,Number Sick
2026-04-04,2026-03-30,Turkana,Loima,Lokiriama/Lorengippi,Village/Farm,Goats,Extensive,No,0,1,Diarrhoea ,Clinical,0,0,[Treatment],34.8787972,2.7586105,3
2026-04-04,2026-03-11,Garissa,Balambala,Balambala,Village/Farm,Goats,Extensive,No,0,2,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Vaccination, Treatment]",39.442692,0.179541,6
2026-03-22,2026-03-20,Marsabit,Moyale,Obbu,Village/Farm,Goats,Extensive,No,0,4,Peste des Petit Ruminants (PPR),Clinical,0,0,[Treatment],38.898262,2.757988,10
2026-04-04,2026-04-02,Turkana,Loima,Loima,Village/Farm,Goats,Extensive,No,0,2,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Treatment],35.0737033,2.8631724,9
2026-03-18,2026-03-10,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Intensive,No,0,0,Diarrhoea ,Clinical,0,0,[Treatment],36.7223068,1.105256,1
2026-04-04,2026-04-04,Kwale,Matuga,Kubo South,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",39.4335376,-4.3157439,1
2026-04-04,2026-03-30,Turkana,Loima,Lokiriama/Lorengippi,Village/Farm,Goats,Extensive,No,0,2,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Quarantine],34.8787972,2.7586105,9
2026-04-03,2026-03-18,Garissa,Lagdera,Maalimin,Crush,Goats,Extensive,No,0,3,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,912,"[Treatment, Vaccination]",39.33985,0.3904,15
2026-04-04,2026-04-02,Turkana,Loima,Loima,Village/Farm,Goats,Extensive,No,0,3,Diarrhoea ,Clinical,0,0,[Treatment],35.0737033,2.8631724,9
2026-04-04,2026-02-02,Garissa,Lagdera,Maalimin,Crush,Goats,Extensive,No,0,30,Contagious Caprine Pleuropneumonia (CCPP),Post Mortem,0,1693,"[Treatment, Vaccination]",39.35191,0.35146,22
2026-04-05,2026-04-02,Vihiga,Hamisi,Shamakhokho,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Vector Control],34.8581053,0.0786531,2
2026-04-04,2026-04-04,Kwale,Lungalunga,Vanga,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.17755743941411,-4.532258670898027,0
2026-04-06,2026-04-06,Kisumu,Muhoroni,Chemelil,Village/Farm,Cattle,Extensive,No,0,0,Mange,Clinical,0,0,"[Treatment, Vector Control]",35.1902868,-0.0790504,4
2026-04-04,2026-04-04,Kwale,Kinango,Puma,Village/Farm,Goats,Extensive,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.3178675,-4.1389674,1
2026-04-04,2026-04-03,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Intensive,No,0,0,Mastitis ,Clinical,0,0,[Treatment],36.6913255,1.1080077,1
2026-04-02,2026-03-21,Garissa,Balambala,Danyere,Village/Farm,Donkey,Extensive,No,0,0,Animal bites,Clinical,0,0,[Treatment],0.0,0.0,2
2026-04-05,2026-04-04,Kwale,Lungalunga,Vanga,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.19372458363242,-4.522469572959467,4
2026-04-01,2026-03-31,Samburu,Samburu West,Loosuk,Village/Farm,Cattle,Intensive,No,0,0,Foot Abscess ,Clinical,0,0,[Treatment],36.5519706,1.1302144,1
2026-04-03,2026-04-02,Bungoma,Kanduyi,Musikoma,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Vector Control],34.5322416,0.487336,1
2026-04-02,2026-02-24,Garissa,Balambala,Danyere,Village/Farm,Donkey,Extensive,No,0,0,Animal bites,Clinical,0,0,[Treatment],38.6437956,0.0625103,2
2026-04-05,2026-03-15,Garissa,Balambala,Danyere,Village/Farm,Goats,Extensive,No,0,0,Orf,Clinical,0,0,[Treatment],38.7273659,-0.0227265,6
2026-04-03,2026-03-30,Bungoma,Kanduyi,Musikoma,Village/Farm,Pigs,Intensive,No,0,0,Iron Deficiency ,Clinical,0,0,[Treatment],34.5322416,0.487336,5
2026-03-23,2026-03-19,Samburu,Samburu West,Loosuk,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",36.5875521,1.0613017,2
2026-04-05,2026-04-04,Bungoma,Kanduyi,Musikoma,Village/Farm,Cattle,Extensive,No,0,0,Malnutrition ,Clinical,0,0,[Treatment],34.5782755,0.4870665,1
2026-03-30,2026-03-26,Busia,Teso South,Chakol South,Village/Farm,Cattle,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Vector Control],34.2072444,0.4779762,3
2026-03-13,2026-03-13,Kitui,Mwingi Central,Kivou,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,[Treatment],38.0732281,-0.9333477,1
2026-04-03,2026-03-27,Garissa,Balambala,Danyere,Village/Farm,Sheep,Extensive,Yes,0,0,Peste des Petit Ruminants (PPR),Clinical,0,270,"[Vaccination, Treatment, Quarantine]",38.7435273,-0.0053419,12
2026-04-05,2026-04-05,Nyandarua,Ol Kalou,Mirangine,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],0.0,0.0,1
2026-04-05,2026-04-01,Samburu,Samburu West,Loosuk,Village/Farm,Cattle,Intensive,No,0,0,Keratoconjuctivitis ,Clinical,0,0,[Treatment],36.5825631,1.0324313,1
2026-04-05,2026-04-04,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Intensive,No,0,0,Pneumonia ,Clinical,0,0,[Treatment],36.7019563,1.0960494,1
2026-04-05,2026-03-20,Garissa,Balambala,Danyere,Village/Farm,Sheep,Extensive,Yes,0,0,Peste des Petit Ruminants (PPR),Clinical,0,300,"[Treatment, Vaccination, Quarantine]",38.7428728,-0.0269469,6
2026-04-03,2026-02-15,Garissa,Balambala,Danyere,Village/Farm,Goats,Extensive,No,0,5,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,220,"[Treatment, Vaccination, Quarantine]",38.7435273,-0.0053419,25
2026-04-05,2026-04-03,Kwale,Lungalunga,Dzombo,Village/Farm,Cattle,Mixed,No,0,0,Trypanosomiasis,Clinical,0,0,[Treatment],39.1699240889547,-4.448006004487206,5
2026-04-05,2026-04-05,Nyandarua,Kinangop,Engineer,Village/Farm,Cattle,Mixed,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[Treatment],36.5714235,-0.6065342,2
2026-04-05,2026-04-05,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Extensive,No,0,1,Contagious Bovine Pleuropneumonia (CBPP),Post Mortem,0,0,[Other],37.5912438,-2.1233496,1
2026-04-05,2026-04-04,Samburu,Samburu West,Loosuk,Village/Farm,Cattle,Extensive,No,0,0,Diarrhoea ,Clinical,0,0,[Treatment],36.5687228,1.0466393,2
2026-04-05,2026-04-05,Turkana,Turkana Central,Kanamkemer,Village/Farm,Goats,Extensive,No,0,5,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Treatment, Quarantine]",35.6065038,3.0989871,31
2026-03-05,2026-03-05,Kitui,Mwingi Central,Kivou,Village/Farm,Sheep,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],38.0553758,-0.8801877,35
2026-03-15,2026-03-15,Siaya,Bondo,West Sakwa,Village/Farm,Pigs,Intensive,No,0,1,Enteritis,Clinical,0,0,"[Treatment, Isolation]",34.223141,-0.075076,3
2026-04-05,2026-04-02,Turkana,Turkana Central,Kanamkemer,Village/Farm,Sheep,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Treatment, Isolation]",35.5905757,3.118242,12
2026-04-06,2026-03-25,Wajir,Wajir North,Batalu,Village/Farm,Goats,Extensive,No,0,4,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Treatment, Vaccination]",39.5018021,2.7898492,30
2026-03-08,2026-03-09,Kitui,Mwingi Central,Kivou,Village/Farm,Pigs,Mixed,No,0,2,African Swine Fever (ASF),Clinical,0,0,[Isolation],38.0726912,-0.935397,2
2026-03-11,2026-03-11,Kitui,Mwingi Central,Kivou,Market,Goats,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],38.0527943,-0.9305305,1
2026-03-05,2026-03-03,Elgeyo/Marakwet,Keiyo North,Tambach,Village/Farm,Cattle,Extensive,No,0,0,0,Clinical,0,0,[Treatment],35.7514362,0.4894571,1
2026-03-13,2026-03-13,Kitui,Mwingi Central,Kivou,Village/Farm,Donkey,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],38.0732281,-0.9333477,3
2026-04-05,2026-04-04,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Unknown,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],36.52644666666666,-0.3504566666666667,1
2026-04-05,2026-03-25,Garissa,Lagdera,Maalimin,Village/Farm,Camel,Extensive,No,0,0,Camel Pox,Clinical,0,0,[Treatment],39.34316,0.39966,15
2026-03-26,2026-03-24,Elgeyo/Marakwet,Keiyo North,Tambach,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",35.5317467,0.6640036,1
2026-04-05,2026-03-10,Garissa,Lagdera,Maalimin,Crush,Goats,Extensive,No,0,2,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,1382,"[Treatment, Vaccination]",39.34316,0.39966,25
2026-04-06,2026-04-06,Nyandarua,Kinangop,Engineer,Village/Farm,Sheep,Extensive,No,0,0,0,Clinical,0,0,[Treatment],36.5585941,-0.6756757,1
2026-04-05,2026-04-02,Bungoma,Kanduyi,Musikoma,Village/Farm,Pigs,Intensive,No,0,0,Helminthiasis ,Clinical,0,0,[Treatment],34.5459209,0.505466,1
2026-04-06,2026-04-06,Turkana,Turkana Central,Kanamkemer,Village/Farm,Goats,Mixed,No,0,15,Enterotoxaemia,Clinical,0,0,"[Treatment, Isolation, Stamping Out]",35.6061894,3.1005559,76
2026-04-06,2026-04-02,Bungoma,Kanduyi,Musikoma,Village/Farm,Pigs,Extensive,No,0,0,Animal bites,Clinical,0,0,[Treatment],34.5343188,0.5400143,1
2026-04-06,2026-04-05,Nyandarua,Ol Jorok,Gathanji,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.2683383,-0.1178218,1
2026-04-06,2026-03-31,Garissa,Dadaab,Dertu,Village/Farm,Sheep,Extensive,No,0,0,Sheep Pox,Clinical,0,940,"[Vaccination, Quarantine]",39.7860184,0.2940329,1
2026-04-06,2026-03-02,Nakuru,Subukia,Waseges,Village/Farm,Cattle,Unknown,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[No Action],0.0,0.0,10
2026-04-06,2026-04-06,Nakuru,Naivasha,Hells Gate,Crush,Cattle,Intensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Vector Control, Treatment]",36.5129981,-0.7805726,2
2026-04-06,2026-04-06,Turkana,Turkana Central,Lodwar Township,Village/Farm,Goats,Extensive,No,0,0,Peste des Petit Ruminants (PPR),Clinical,0,0,"[Treatment, Isolation]",35.5986537,3.1203603,95
2026-04-06,2026-04-06,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Pneumonia,Post Mortem,0,0,[Other],39.4689889,-3.8693264,0
2026-04-07,2026-03-31,Turkana,Turkana West,Songot,Village/Farm,Goats,Extensive,No,0,1,Animal bites,Clinical,0,0,"[Treatment, Vaccination]",34.357578,4.2102976,10
2026-04-07,2026-04-07,Makueni,Kaiti,Kilungu,Abattoir,Goats,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],37.3617462,-1.7921636,0
2026-04-07,2026-04-06,Nyandarua,Kinangop,Murungaru,Village/Farm,Cattle,Mixed,Yes,0,0,0,Clinical,0,0,[No Action],0.0,0.0,1
2026-04-06,2026-04-06,Makueni,Makueni,Kathonzweni,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Vector Control]",37.7279207,-1.9103898,1
2026-04-06,2026-04-06,Turkana,Turkana Central,Kanamkemer,Village/Farm,Sheep,Mixed,No,0,0,Sheep scab,Clinical,0,0,"[Treatment, Vector Control, Isolation]",35.6061735,3.1005497,35
2026-04-06,2026-04-06,Tharaka-Nithi,Maara,Chogoria,Village/Farm,Pigs,Intensive,No,0,13,African Swine Fever (ASF),Post Mortem,0,0,[Stamping Out],37.6208632,-0.2367055,1
2026-04-06,2026-04-05,Samburu,Samburu West,Loosuk,Village/Farm,Goats,Extensive,No,0,0,Diarrhoea ,Clinical,0,0,[Treatment],36.5677296,1.0065613,1
2026-04-06,2026-04-06,Nyandarua,Kipipiri,Wanjohi,Village/Farm,Cattle,Intensive,No,0,0,Enteritis ,Clinical,0,0,[Treatment],36.509885,-0.3395016666666667,1
2026-04-06,2026-04-06,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Extensive,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",37.5945725,-2.1540482,6
2026-04-06,2026-04-06,Makueni,Kibwezi West,Nguu/Masumba,Village/Farm,Cattle,Extensive,No,0,0,Bee Stings,Clinical,0,0,[Treatment],37.5945725,-2.1540482,1
2026-04-07,2026-04-07,Makueni,Makueni,Kathonzweni,Market,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Isolation],37.7279207,-1.9103898,2
2026-04-07,2026-04-04,Nakuru,Gilgil,Murindati,Agrovet,Donkey,Mixed,No,0,1,Animal bites,Clinical,0,0,"[Isolation, Vaccination, Quarantine]",36.3119536,-0.4093836,2
2026-01-28,2026-01-28,Wajir,Wajir East,Barwago,Village/Farm,Sheep,Extensive,No,0,1,Diarrhea ,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-04-07,2026-04-07,Marsabit,Laisamis,Logo Logo,Village/Farm,Camel,Extensive,No,0,1,Haemorrhagic septicemia,Clinical,0,0,[Treatment],37.8435467,1.7500117,5
2026-04-06,2026-04-06,Makueni,Makueni,Kathonzweni,Village/Farm,Goats,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],37.7279207,-1.9103898,28
2026-04-06,2026-04-05,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.290705,-0.3506685,1
2026-04-06,2026-04-06,Makueni,Makueni,Kathonzweni,Village/Farm,Goats,Mixed,No,0,0,ORF,Clinical,0,0,[Treatment],37.7279207,-1.9103898,2
2026-03-11,2026-03-10,Wajir,Tarbaj,Tarbaj,Village/Farm,Goats,Extensive,No,0,0,Horn Injury ,Clinical,0,0,[Treatment],0.0,0.0,1
2026-04-07,2026-04-06,Samburu,Samburu West,Maralal,Village/Farm,Cattle,Mixed,No,0,0,Anaplasmosis,Clinical,0,0,"[Treatment, Vector Control]",36.668923,1.1124882,3
2026-04-06,2026-04-01,Kwale,Msambweni,Kinondo,Village/Farm,Cattle,Extensive,No,0,0,Mange,Clinical,0,0,[Treatment],39.5538397,-4.3744204,1
2026-04-06,2026-04-05,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],36.2876554,-0.3708807,1
2026-04-07,2026-01-13,Nakuru,Bahati,Kiamaina,Agrovet,Dogs,Unknown,No,0,0,Parvovirus,Clinical,0,3,[Vaccination],36.1137257,-0.2427325,0
2026-04-07,2026-04-05,Makueni,Makueni,Nzaui/Kilili/Kalamba,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,[Treatment],37.52697,-1.9997017,1
2026-04-06,2026-04-06,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,East Coast Fever(ECF),Clinical,0,0,"[Treatment, Vector Control]",36.2930768,-0.4036728,1
2026-01-28,2026-01-25,Wajir,Wajir East,Township,Village/Farm,Goats,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-02-09,2026-02-09,Wajir,Wajir East,Township,Village/Farm,Goats,Extensive,No,0,1,0,Clinical,0,0,[Treatment],40.0491136,1.7511586,105
2026-04-06,2026-04-06,Kwale,Kinango,Mwavumbo,Abattoir,Camel,Unknown,No,0,0,Pneumonia,Post Mortem,0,0,[Other],39.4689885,-3.8693246,0
2026-02-10,2026-02-06,Wajir,Wajir East,Barwago,Village/Farm,Camel,Extensive,No,0,0, U.T.I,Clinical,0,0,[Treatment],40.0491136,1.7511586,1
2026-01-28,2026-08-01,Wajir,Wajir East,Barwago,Agrovet,Goats,Mixed,No,0,0,No,Clinical,0,0,[Treatment],40.0487306,1.750997,2
2026-04-06,2026-04-06,Kwale,Kinango,Mwavumbo,Abattoir,Goats,Unknown,No,0,0,Helminthiasis,Post Mortem,0,0,[Other],39.4689889,-3.8693264,0
2026-02-02,2026-02-01,Wajir,Wajir East,Barwago,Village/Farm,Goats,Extensive,No,0,2,0,Clinical,0,21,"[Treatment, Vaccination]",40.0487306,1.750997,2
2026-03-11,2026-03-08,Wajir,Wajir East,Barwago,Village/Farm,Goats,Extensive,No,0,1,Mastitis ,Clinical,0,0,[Treatment],40.0487306,1.750997,3
2026-03-12,2026-03-11,Wajir,Wajir East,Wagberi,Village/Farm,Goats,Extensive,No,0,0,1,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-02-03,2026-01-28,Wajir,Wajir East,Barwago,Village/Farm,Cattle,Extensive,No,0,0,Pneumonia ,Clinical,0,0,[Treatment],40.0488853,1.7521286,1
2026-02-09,2026-02-09,Wajir,Wajir East,Township,Village/Farm,Goats,Unknown,No,0,0,Animal bites,Clinical,0,0,[Treatment],0.0,0.0,1
2026-02-04,2026-02-02,Wajir,Wajir East,Barwago,Market,Cattle,Mixed,No,0,0,Pneumonia ,Clinical,0,23,"[Treatment, Vaccination]",0.0,0.0,1
2026-04-06,2026-04-06,Busia,Matayos,Bukhayo West,Village/Farm,Dogs,Extensive,No,0,0,Rabies,Clinical,0,0,[Quarantine],0.0,0.0,1
2026-03-16,2026-03-05,Wajir,Wajir East,Barwago,Village/Farm,Goats,Extensive,No,0,0,Bloat,Clinical,0,0,[Treatment],40.0487306,1.750997,0
2026-03-13,2026-03-12,Wajir,Wajir East,Barwago,Village/Farm,Sheep,Extensive,No,0,1,Pneumonia,Clinical,0,0,"[Treatment, Vaccination]",40.0487306,1.750997,1
2026-04-07,2026-04-07,Busia,Matayos,Bukhayo West,Village/Farm,Chicken,Intensive,No,0,12,Infectious Bursai Disease (Gumboro),Clinical,0,0,[Treatment],0.0,0.0,96
2026-02-05,2026-02-04,Wajir,Wajir East,Barwago,Village/Farm,Goats,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-03-23,2026-03-21,Wajir,Wajir East,Barwago,Village/Farm,Camel,Extensive,No,0,0,Trypanosomiasis ,Clinical,0,0,"[Treatment, Vector Control]",40.0487306,1.750997,1
2026-04-06,2026-04-06,Busia,Teso South,Ang'Orom,Village/Farm,Cats,Intensive,No,0,0,Worms Infestation ,Clinical,0,0,[Treatment],0.0,0.0,2
2026-03-24,2026-03-19,Wajir,Wajir East,Township,Village/Farm,Cattle,Mixed,No,0,0,Septic Wound,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-04-07,2026-04-07,Makueni,Kibwezi East,Thange,Village/Farm,Cattle,Unknown,Yes,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",37.9557802,-2.4996937,2
2026-04-06,2026-04-06,Busia,Matayos,Bukhayo West,Village/Farm,Cattle,Intensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],0.0,0.0,1
2025-11-16,2025-11-13,Bomet,Chepalungu,Chebunyo,Village/Farm,Cattle,Mixed,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,"[Treatment, Vaccination, Quarantine, Vector Control, Isolation]",35.265833,-0.9545507,2
2026-03-25,2026-03-21,Wajir,Wajir East,Barwago,Village/Farm,Goats,Unknown,No,0,1,0,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-03-26,2026-03-18,Wajir,Wajir East,Wagberi,Village/Farm,Goats,Unknown,No,0,0,Gangrenous Mastitis ,Clinical,0,0,[Treatment],40.0487306,1.750997,0
2026-03-17,2026-03-09,Wajir,Wajir East,Barwago,Village/Farm,Goats,Mixed,No,0,0,N.A,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-03-27,2026-03-10,Wajir,Wajir East,Barwago,Village/Farm,Goats,Unknown,No,0,0,Fetal Mummification,Clinical,0,0,[Treatment],40.0487306,1.750997,0
2026-03-01,2026-03-01,Bomet,Chepalungu,Chebunyo,Village/Farm,Cattle,Mixed,No,0,0,Rabies,Clinical,0,1,[Vaccination],0.0,0.0,1
2026-04-07,2026-04-07,Kajiado,Kajiado Central,Matapato South,Village/Farm,Goats,Extensive,No,0,2,Enterotoxaemia,Clinical,0,183,[Vaccination],36.7945732,-2.5406569,0
2026-04-07,2026-02-02,Nyandarua,Kinangop,North Kinangop,Village/Farm,Cattle,Intensive,No,0,5,Rabies,Clinical,0,0,[Vaccination],36.6082116,-0.5086138,10
2026-04-07,2026-04-04,Siaya,Gem,Central Gem,Village/Farm,Donkey,Mixed,No,0,1,Rabies,Clinical,0,0,"[Vaccination, Quarantine, Isolation]",34.449676,0.082212,1
2026-03-30,2026-03-24,Wajir,Wajir East,Barwago,Village/Farm,Camel,Extensive,No,0,0,Mange,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-03-18,2026-03-16,Wajir,Wajir East,Barwago,Village/Farm,Goats,Unknown,No,0,1,0,Clinical,0,0,"[Treatment, Vector Control]",40.0487306,1.750997,1
2026-03-30,2026-02-12,Wajir,Wajir East,Barwago,Village/Farm,Cattle,Unknown,No,0,0,Skin Abscess ,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-04-01,2026-03-20,Wajir,Wajir East,Barwago,Village/Farm,Goats,Unknown,No,0,0,Respiratory Tract Infection ,Clinical,0,0,[Treatment],40.0487306,1.750997,1
2026-04-07,2026-04-06,Siaya,Gem,West Gem,Village/Farm,Goats,Intensive,No,0,0,Pink eye,Clinical,0,0,"[Treatment, Isolation, Vector Control]",34.381837,0.052708,3
2026-03-19,2026-03-19,Wajir,Wajir East,Barwago,Agrovet,Sheep,Unknown,No,0,0,Lameness,Clinical,0,0,[Other],40.0487306,1.750997,1
2026-04-07,2026-04-07,Busia,Matayos,Bukhayo West,Village/Farm,Cattle,Extensive,No,0,0,Foot and Mouth Disease (FMD),Clinical,0,0,[Treatment],34.150029,0.4534936,1
2026-04-07,2026-04-07,Nyandarua,Ol Kalou,Kanjuiri Range,Village/Farm,Cattle,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],36.3783475,-0.269898,1
2026-03-16,2026-03-11,Wajir,Tarbaj,Sarman,Village/Farm,Goats,Extensive,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,[Treatment],40.06248,1.7540622,4
2026-03-31,2026-03-27,Wajir,Tarbaj,Wargadud,Village/Farm,Sheep,Extensive,No,0,0,0,Clinical,0,0,[Other],40.06248,1.7540622,1
2026-02-03,2026-02-03,Wajir,Tarbaj,Tarbaj,Village/Farm,Sheep,Extensive,No,0,0,Burn Injury,Clinical,0,0,[Treatment],0.0,0.0,1
2026-03-13,2026-03-10,Wajir,Tarbaj,Wargadud,Village/Farm,Goats,Extensive,No,0,0,Helminthiasis,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-29,2026-03-28,Kwale,Msambweni,Kinondo,Village/Farm,Goats,Mixed,No,0,0,Pneumonia,Clinical,0,0,[Treatment],39.52702666666666,-4.377968333333333,5
2026-03-27,2026-03-27,Lamu,Lamu West,Mkunumbi,Village/Farm,Cattle,Extensive,No,0,0,Lumpy Skin Disease (LSD),Clinical,0,0,[Treatment],40.7147479,-2.4092474,4
2026-03-30,2026-03-28,Wajir,Tarbaj,Wargadud,Village/Farm,Donkey,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-26,2026-03-23,Wajir,Tarbaj,Tarbaj,Village/Farm,Goats,Extensive,No,0,0, 0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-27,2026-03-24,Wajir,Tarbaj,Sarman,Village/Farm,Goats,Extensive,No,0,0, 0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-04-06,2026-04-06,Kwale,Lungalunga,Vanga,Village/Farm,Goats,Mixed,No,0,0,Contagious Caprine Pleuropneumonia (CCPP),Clinical,0,0,"[Quarantine, Treatment, Isolation]",39.21538833333333,-4.57073,3
2026-03-19,2026-03-14,Wajir,Tarbaj,Sarman,Village/Farm,Cattle,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-02-09,2026-02-05,Wajir,Tarbaj,Wargadud,Village/Farm,Cattle,Extensive,No,0,0, 0,Clinical,0,0,[Treatment],40.0624828,1.7540644,1
2026-03-25,2026-03-23,Wajir,Tarbaj,Wargadud,Village/Farm,Chicken,Extensive,No,0,0,Coccidosis,Clinical,0,0,[Treatment],40.06248,1.7540622,3
2026-04-01,2026-03-28,Wajir,Tarbaj,Sarman,Village/Farm,Goats,Extensive,No,0,0,0,Clinical,0,0,[Vector Control],40.0624828,1.7540644,1
2026-03-24,2026-03-20,Wajir,Tarbaj,Tarbaj,Village/Farm,Camel,Extensive,No,0,0,Trypanosomiasis,Clinical,0,0,[Vaccination],40.06248,1.7540622,1
2026-03-18,2026-03-12,Wajir,Tarbaj,Tarbaj,Village/Farm,Sheep,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-23,2026-03-17,Wajir,Tarbaj,Wargadud,Village/Farm,Sheep,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,5
2026-02-09,2026-02-06,Wajir,Tarbaj,Sarman,Village/Farm,Cattle,Extensive,No,0,0, 0,Clinical,0,0,[Treatment],40.0624828,1.7540644,2
2026-03-12,2026-03-04,Wajir,Tarbaj,Sarman,Village/Farm,Chicken,Extensive,No,0,1,Newcastle Disease (NCD),Clinical,0,0,[Vaccination],40.06248,1.7540622,5
2026-03-17,2026-03-11,Wajir,Tarbaj,Wargadud,Village/Farm,Sheep,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-11,2026-03-04,Wajir,Tarbaj,Tarbaj,Village/Farm,Cattle,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-04-08,2026-04-08,Makueni,Kibwezi East,Masongaleni,Village/Farm,Cattle,Unknown,Yes,0,0,Trypanosomiasis,Clinical,0,0,"[Treatment, Vector Control]",38.0277195,-2.5235145,3
2026-02-03,2026-03-01,Wajir,Tarbaj,Tarbaj,Village/Farm,Goats,Extensive,No,0,0,0,Clinical,0,0,[Treatment],40.06248,1.7540622,1
2026-03-25,2026-03-22,Wajir,Tarbaj,Sarman,Village/Farm,Cattle,Intensive,No,0,0,Mastitis ,Clinical,0,0,[Treatment],0.0,0.0,1
